1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0.5,0,0,0,0.5,0,0,0
0,0,0,0,0.4,0,0,0,0,0,0,0,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0.5,0,0,0,0.7,0,0
0,0,0,0,0,0,0,0,0,0.7,0,0.9,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0.9
0,0,1,0,0,0,0,0,0,0,0,0.9,0
0,0,0,0,0.815789474,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.473684211,0,0,0,0,0,0,0,0,0.263157895
0,0,0.473684211,0,0,0,0,0,0,0,0,0,0
0.815789474,0,0,0,0,0.815789474,0,1,0,0,0,0,0
0,0,0,0,0.815789474,0,0.763157895,0,0.763157895,0,0,0,0
0,0,0,0,0,0.763157895,0,0,0,0.684210526,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0.763157895,0,0,0,0,0,0,0
0,0,0,0,0,0,0.684210526,0,0,0,0.447368421,0,0
0,0,0,0,0,0,0,0,0,0.447368421,0,0.368421053,0
0,0,0,0,0,0,0,0,0,0,0.368421053,0,0.342105263
0,0,0.263157895,0,0,0,0,0,0,0,0,0.342105263,0
